December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-116,30343.svs,Hematoxylin & Eosin,1448,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Hydroids in sea fan,B,,Florida Keys Disease Course:  Sea Fan Health,"Billy's Reef, FKNMS",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-193-1 1,29876.svs,Hematoxylin & Eosin,1402,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Possible late stage sloughing,1-Jan,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-193-1 2,29880.svs,Periodic Acid-Schiff/Alcian Blue,1403,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Possible late stage sloughing,1-Jan,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-194-1 1,30350.svs,Hematoxylin & Eosin,1449,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Possible late stage sloughing,2-Jan,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-195-1 1,29883.svs,Hematoxylin & Eosin,1404,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Possible late stage sloughing,3-Jan,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-196 1,29884.svs,Hematoxylin & Eosin,1405,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Multiple holes in blade,1-Feb,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-197-1 1,30356.svs,Hematoxylin & Eosin,1451,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Multiple holes in blade,1-Feb,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-198 1,29886.svs,Hematoxylin & Eosin,1406,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Multiple holes in blade,3-Feb,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-199 1,29887.svs,Hematoxylin & Eosin,1407,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Apparently healthy,1-Mar,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-200 1,29888.svs,Hematoxylin & Eosin,1408,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Apparently healthy,2-Mar,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,07-201 1,30366.svs,Hematoxylin & Eosin,1453,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Apparently healthy,3-Mar,,Florida Keys Disease Course:  Sea Fan Health,"Wonderland, FKNMS, 20-ft",,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-217-1a,29890.svs,Hematoxylin & Eosin,1409,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Sea Fan 1 pc. 1,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-217-1b,29891.svs,Hematoxylin & Eosin,1410,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Sea Fan 1 pc. 1,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,
